,precision,recall,f1-score,support
conspiracy,0.5,0.5952380952380952,0.5434782608695652,42.0
mainstream,0.7951807228915663,0.7252747252747253,0.7586206896551725,91.0
accuracy,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895
macro avg,0.6475903614457832,0.6602564102564102,0.6510494752623688,133.0
weighted avg,0.7019657577679137,0.6842105263157895,0.6906809753018228,133.0
