,precision,recall,f1-score,support
conspiracy,0.4883720930232558,0.6774193548387096,0.5675675675675677,31.0
mainstream,0.8888888888888888,0.7843137254901961,0.8333333333333334,102.0
accuracy,0.7593984962406015,0.7593984962406015,0.7593984962406015,0.7593984962406015
macro avg,0.6886304909560723,0.7308665401644528,0.7004504504504505,133.0
weighted avg,0.7955353500029142,0.7593984962406015,0.7713879292826661,133.0
