,precision,recall,f1-score,support
conspiracy,0.8,0.6060606060606061,0.689655172413793,33.0
mainstream,0.8796296296296297,0.95,0.9134615384615385,100.0
accuracy,0.8646616541353384,0.8646616541353384,0.8646616541353384,0.8646616541353384
macro avg,0.8398148148148148,0.7780303030303031,0.8015583554376657,133.0
weighted avg,0.8598719019771651,0.8646616541353384,0.8579306356075866,133.0
