,precision,recall,f1-score,support
conspiracy,0.49122807017543857,0.8484848484848485,0.6222222222222222,66.0
mainstream,0.9358974358974359,0.7156862745098039,0.8111111111111112,204.0
accuracy,0.7481481481481481,0.7481481481481481,0.7481481481481481,0.7481481481481481
macro avg,0.7135627530364372,0.7820855614973262,0.7166666666666668,270.0
weighted avg,0.8272004798320588,0.7481481481481481,0.7649382716049383,270.0
