,precision,recall,f1-score,support
conspiracy,0.6190476190476191,0.5909090909090909,0.6046511627906977,66.0
mainstream,0.8695652173913043,0.8823529411764706,0.8759124087591241,204.0
accuracy,0.8111111111111111,0.8111111111111111,0.8111111111111111,0.8111111111111111
macro avg,0.7443064182194616,0.7366310160427807,0.7402817857749109,270.0
weighted avg,0.8083275822406257,0.8111111111111111,0.8096041041890643,270.0
