,precision,recall,f1-score,support
conspiracy,0.46226415094339623,0.8032786885245902,0.5868263473053892,61.0
mainstream,0.926829268292683,0.7272727272727273,0.8150134048257371,209.0
accuracy,0.7444444444444445,0.7444444444444445,0.7444444444444445,0.7444444444444445
macro avg,0.6945467096180395,0.7652757078986587,0.7009198760655632,270.0
weighted avg,0.8218719640026589,0.7444444444444445,0.76346003257114,270.0
