,precision,recall,f1-score,support
conspiracy,0.5053763440860215,0.7121212121212122,0.5911949685534591,66.0
mainstream,0.8926553672316384,0.7745098039215687,0.8293963254593176,204.0
accuracy,0.7592592592592593,0.7592592592592593,0.7592592592592593,0.7592592592592593
macro avg,0.69901585565883,0.7433155080213905,0.7102956470063884,270.0
weighted avg,0.7979871615738209,0.7592592592592593,0.7711693271045522,270.0
