,precision,recall,f1-score,support
conspiracy,0.42105263157894735,0.9032258064516129,0.5743589743589743,62.0
mainstream,0.9562043795620438,0.6298076923076923,0.7594202898550724,208.0
accuracy,0.6925925925925925,0.6925925925925925,0.6925925925925925,0.6925925925925925
macro avg,0.6886285055704956,0.7665167493796525,0.6668896321070233,270.0
weighted avg,0.8333176818770366,0.6925925925925925,0.7169247285189313,270.0
