,precision,recall,f1-score,support
conspiracy,0.4782608695652174,0.3548387096774194,0.40740740740740744,31.0
mainstream,0.8181818181818182,0.8823529411764706,0.8490566037735848,102.0
accuracy,0.7593984962406015,0.7593984962406015,0.7593984962406015,0.7593984962406015
macro avg,0.6482213438735178,0.618595825426945,0.6282320055904962,133.0
weighted avg,0.7389521233914826,0.7593984962406015,0.7461158136431224,133.0
