,precision,recall,f1-score,support
conspiracy,0.4857142857142857,0.8095238095238095,0.6071428571428571,42.0
mainstream,0.873015873015873,0.6043956043956044,0.7142857142857142,91.0
accuracy,0.6691729323308271,0.6691729323308271,0.6691729323308271,0.6691729323308271
macro avg,0.6793650793650794,0.7069597069597069,0.6607142857142856,133.0
weighted avg,0.7507101086048453,0.6691729323308271,0.6804511278195488,133.0
