,precision,recall,f1-score,support
conspiracy,0.5869565217391305,0.8181818181818182,0.6835443037974683,33.0
mainstream,0.9310344827586207,0.81,0.8663101604278076,100.0
accuracy,0.8120300751879699,0.8120300751879699,0.8120300751879699,0.8120300751879699
macro avg,0.7589955022488756,0.8140909090909092,0.7749272321126379,133.0
weighted avg,0.8456617555883712,0.8120300751879699,0.8209622411135129,133.0
