,precision,recall,f1-score,support
conspiracy,0.43243243243243246,0.5161290322580645,0.47058823529411764,31.0
mainstream,0.84375,0.7941176470588235,0.8181818181818182,102.0
accuracy,0.7293233082706767,0.7293233082706767,0.7293233082706767,0.7293233082706767
macro avg,0.6380912162162162,0.6551233396584439,0.6443850267379679,133.0
weighted avg,0.747878988010567,0.7293233082706767,0.7371637650275421,133.0
