,precision,recall,f1-score,support
conspiracy,0.6111111111111112,0.5238095238095238,0.5641025641025642,42.0
mainstream,0.7938144329896907,0.8461538461538461,0.8191489361702127,91.0
accuracy,0.7443609022556391,0.7443609022556391,0.7443609022556391,0.7443609022556391
macro avg,0.7024627720504009,0.684981684981685,0.6916257501363885,133.0
weighted avg,0.7361186471332971,0.7443609022556391,0.7386079765699025,133.0
