,precision,recall,f1-score,support
conspiracy,0.5526315789473685,0.5,0.525,42.0
mainstream,0.7789473684210526,0.8131868131868132,0.7956989247311829,91.0
accuracy,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,0.6657894736842105,0.6565934065934066,0.6603494623655914,133.0
weighted avg,0.7074792243767313,0.7142857142857143,0.710215053763441,133.0
