,precision,recall,f1-score,support
conspiracy,0.35714285714285715,0.9722222222222222,0.5223880597014925,36.0
mainstream,0.9714285714285714,0.35051546391752575,0.5151515151515151,97.0
accuracy,0.518796992481203,0.518796992481203,0.518796992481203,0.518796992481203
macro avg,0.6642857142857143,0.661368843069874,0.5187697874265038,133.0
weighted avg,0.80515574650913,0.518796992481203,0.517110279089855,133.0
