,precision,recall,f1-score,support
conspiracy,0.5641025641025641,0.7096774193548387,0.6285714285714286,31.0
mainstream,0.9042553191489362,0.8333333333333334,0.8673469387755102,102.0
accuracy,0.8045112781954887,0.8045112781954887,0.8045112781954887,0.8045112781954887
macro avg,0.7341789416257501,0.771505376344086,0.7479591836734694,133.0
weighted avg,0.8249715942885035,0.8045112781954887,0.8116924965474911,133.0
