,precision,recall,f1-score,support
conspiracy,0.43478260869565216,0.8571428571428571,0.5769230769230769,35.0
mainstream,0.921875,0.6020408163265306,0.7283950617283952,98.0
accuracy,0.6691729323308271,0.6691729323308271,0.6691729323308271,0.6691729323308271
macro avg,0.678328804347826,0.7295918367346939,0.652659069325736,133.0
weighted avg,0.7936927917620138,0.6691729323308271,0.6885340130954166,133.0
