,Specs,Score
13532,street,23.023653550699898
7194,if he,23.017698019801983
5639,fire,22.944801980198022
11948,references,22.92971150563332
860,abuse and,22.851502337733777
3620,coincidence,22.851502337733777
3694,commander,22.851502337733777
7831,intelligence agency,22.851502337733777
9313,military and,22.851502337733777
9916,nsa,22.851502337733777
10519,one can,22.851502337733777
14117,that is why,22.851502337733777
16120,to free,22.851502337733777
16520,toxins,22.851502337733777
3782,concept,22.832766089108915
6096,gas,22.831262376237618
6713,head,22.823763923267325
17148,wakefield,22.81188118811881
5578,ferguson,22.781284808168316
731,a suicide,22.76840965346535
2888,bullet,22.76840965346535
