,Specs,Score
14076,that god,34.61154084158416
9204,medical,34.6023135579687
6992,how,34.54677962880558
17668,which is,34.542782935627955
7900,investigation,34.51485320407041
12633,sars,34.33392041127189
16417,to view,34.253465346534654
6246,gonna,34.224493843615136
7241,illuminati,34.224493843615136
16889,us that,34.224493843615136
10605,operations,34.211150433863615
12546,sacrifice,34.18965394135568
16441,toe,34.16599361983613
595,a one,34.094411003600364
4623,discredit,34.094411003600364
9837,not know,34.084622524752476
13272,soros,34.084622524752476
6247,good,34.0707720996315
10488,on this,34.042354579207924
7033,human,33.88613861386139
2276,attacks,33.880878712871294
8669,left,33.80586538461539
11655,public,33.73317688741555
840,about to,33.71742039068772
3076,came,33.70082139372697
16684,twitter,33.51586188892327
4114,covid,33.502408827644835
2040,arsenal,33.26732673267326
12868,series,33.23597944523834
7416,in fact,33.225516573396476
7134,i think,33.20079275968834
3064,called,33.17660504331685
846,above,33.16744811500382
5394,exposure,33.144337871287135
1711,and us,33.139756283320644
3026,by the mainstream,33.139756283320644
10059,of defense,33.139756283320644
10204,of satanic,33.139756283320644
10982,pedophilia and,33.139756283320644
11265,police state,33.139756283320644
4547,did you,33.08446782178218
16891,us to,33.05811011175375
9273,methods,33.00495497919356
2529,because,32.96405860098207
15898,titled,32.865929822148885
13262,song,32.802279115623435
5521,fatal,32.786716171617165
5681,flesh,32.786716171617165
5208,et al,32.785352897085474
15028,the people,32.64126237623764
13196,society,32.63591984198422
4368,defense,32.626078583325636
4261,david,32.4571704217666
13422,state department,32.4441752685907
10513,once again,32.37385220376876
14539,the democrats,32.37385220376876
14705,the gold,32.37385220376876
13427,state of,32.36946550123763
14903,the money,32.34858446782179
1226,along,32.27100891907373
15638,they were,32.251562933746655
2624,behind,32.19656080409297
6816,here is,32.191760281797414
4475,destroy the,32.17823844884488
15185,the satanic,32.17823844884488
7694,indeed,32.1079350723534
1088,agent,32.1056105610561
2836,brazil,32.1056105610561
12221,restaurant,32.03503808599092
4181,crown,32.005633321952885
5514,farms,32.005633321952885
7473,in my,32.0026392699511
1683,and their,31.94466023882794
9145,me,31.944489654444915
10529,one of,31.768254950495045
11841,real,31.729128616745182
10385,offshore,31.691980656398975
15718,this is what,31.691980656398975
3961,control of the,31.616263832265584
9817,not by,31.616263832265584
15711,this information,31.616263832265584
16056,to discredit,31.616263832265584
17178,war is,31.616263832265584
6233,going on,31.562380997715156
2753,bird,31.522580445544556
12634,sars cov,31.469776322144405
4489,detective,31.4459900990099
11375,precious,31.4459900990099
14209,that they,31.299625330298305
13726,suspicious,31.285312634524328
14642,the fed,31.285312634524328
16881,us from,31.285312634524328
17980,worked for,31.285312634524328
2114,as reported,31.23432343234324
6231,goes to,31.23432343234324
6927,holes,31.23432343234324
14302,the american people,31.23432343234324
15151,the rich,31.23432343234324
9557,muslim,31.190450149666137
12009,relations,31.190450149666137
17927,without,31.080274864703092
1171,all of,30.98869478293985
3519,click,30.899984529702973
10696,other,30.88909927335188
8751,like,30.83168634986893
5550,federal,30.794611237809182
6095,gary,30.74261065812464
8137,is why,30.727210652099693
14830,the left,30.721301139547915
3323,change,30.70569698583783
14890,the middle,30.635544696711058
17058,victims,30.635544696711058
4727,does not,30.567792025104165
2912,but,30.555795421974768
8058,is now,30.461730848565633
2828,boy,30.316386326132612
13968,terror,30.2575901144802
1228,along with,30.217981475566923
8045,is no,30.186074279234095
3839,congress,30.13489368129727
11050,performance,30.123808026294434
4099,cov 2,30.098218267772726
16749,under the,30.070988624121487
9528,much,30.03935314246152
16933,v,30.034368326538548
8858,logical,30.018590140264028
13364,spraying,30.018590140264028
4141,creation,29.981721249047986
11879,recall,29.981721249047986
1142,alefantis,29.944998543972048
4797,doubt,29.899373907979033
16936,vaccinated,29.897772277227737
1229,along with the,29.806105610561055
2638,being used,29.806105610561055
6111,gay,29.806105610561055
9550,murdered,29.806105610561055
15601,they do,29.79430130513051
3661,come,29.641748454321416
7855,interests,29.590211169554458
12635,sars cov 2,29.468173766917978
4176,cross,29.46163366336634
14751,the human,29.46163366336634
5707,fly,29.40627622084243
3094,camps,29.395343440594065
10244,of the deep,29.395343440594065
14916,the mother,29.395343440594065
17820,will not,29.388804265041898
1464,and even,29.368956270627063
14100,that i,29.190751445086715
7493,in our,29.169662747524765
17252,was not,29.164256333721603
9802,not a,29.10811349591335
1537,and is,29.101831761498946
4719,doctors,29.099101886540012
8645,learn,29.099101886540012
5700,flu season,29.034701066260478
8474,kills,29.034701066260478
8972,magic,29.034701066260478
12316,rise of,29.034701066260478
16544,transcript,29.034701066260478
2617,behalf,28.910014438943897
7492,in other words,28.910014438943897
2806,border,28.895478355975136
13300,soviet,28.833415841584163
11850,reality,28.797865099009904
5552,federal reserve,28.73670843646865
11134,pigs,28.73670843646865
14598,the establishment,28.73670843646865
1563,and many,28.690078382838287
11853,realize,28.690078382838287
3481,civilians,28.641108446782184
6064,funded by,28.641108446782184
18274,your life,28.641108446782184
14301,the american,28.597765081740732
8510,known,28.56070799734613
1290,american people,28.518451845184522
3131,can read,28.518451845184522
8057,is nothing,28.518451845184522
10141,of law,28.518451845184522
10203,of russian,28.518451845184522
17149,waking,28.518451845184522
17759,why i,28.518451845184522
1439,and child,28.42746149614962
770,a war,28.4038521039604
6309,greed,28.4038521039604
11302,porn,28.4038521039604
16874,us all,28.4038521039604
8496,know it,28.38615765422696
3849,connection,28.32219330665943
13682,supposedly,28.288788253825384
7434,in his,28.25734058497593
16511,towards,28.17395609126131
13527,strategic,28.000027502750278
15738,this report,28.000027502750278
15798,thread,28.000027502750278
16773,unfortunately,28.000027502750278
14977,the official,27.91693069306931
2862,british,27.81537386867522
13080,simple,27.784463061690786
17050,via,27.784463061690786
6431,happened,27.746748036872656
17203,was a,27.729939189832454
6209,go,27.677291943513836
13832,take a,27.66334609512354
15392,the web,27.6564047029703
3615,code,27.655631188118818
3437,chinese,27.51841797082934
16907,used,27.514807065483772
10748,out of,27.45790871770105
