,Specs,Score
8220,just like,32.66056594853785
16650,vaccination,32.585731973616085
17723,world the,32.49431861670667
4747,easily,32.46796785304249
5896,generation,32.4427095292767
5673,force,32.43228612183837
9977,of satanic,32.43197621360653
10753,pedophilia and,32.43197621360653
17893,you can read,32.43197621360653
17597,with its,32.40417492954807
1702,answer,32.38535741725897
1025,age,32.37995267600937
12700,shoes,32.37271335629544
13345,suddenly,32.36809772072801
