,precision,recall,f1-score,support
conspiracy,0.6511627906976745,0.7777777777777778,0.7088607594936709,36.0
mainstream,0.9111111111111111,0.845360824742268,0.8770053475935828,97.0
accuracy,0.8270676691729323,0.8270676691729323,0.8270676691729323,0.8270676691729323
macro avg,0.7811369509043928,0.8115693012600229,0.7929330535436269,133.0
weighted avg,0.8407491597210079,0.8270676691729323,0.8314925267545089,133.0
