,precision,recall,f1-score,support
conspiracy,0.3829787234042553,0.5806451612903226,0.46153846153846156,31.0
mainstream,0.8488372093023255,0.7156862745098039,0.7765957446808511,102.0
accuracy,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895
macro avg,0.6159079663532905,0.6481657179000633,0.6190671031096564,133.0
weighted avg,0.7402536524388655,0.6842105263157895,0.7031613403393919,133.0
