,precision,recall,f1-score,support
conspiracy,0.8518518518518519,0.6388888888888888,0.7301587301587301,36.0
mainstream,0.8773584905660378,0.9587628865979382,0.916256157635468,97.0
accuracy,0.8721804511278195,0.8721804511278195,0.8721804511278195,0.8721804511278195
macro avg,0.8646051712089449,0.7988258877434136,0.8232074438970991,133.0
weighted avg,0.8704544379817469,0.8721804511278195,0.8658839216267269,133.0
