,precision,recall,f1-score,support
conspiracy,0.45161290322580644,0.8,0.577319587628866,35.0
mainstream,0.9014084507042254,0.6530612244897959,0.757396449704142,98.0
accuracy,0.6917293233082706,0.6917293233082706,0.6917293233082706,0.6917293233082706
macro avg,0.6765106769650159,0.726530612244898,0.667358018666504,133.0
weighted avg,0.7830412013677993,0.6917293233082706,0.7100078017895957,133.0
