,Specs,Score
9224,made global warming,43.8060153808613
8748,kill,43.75584889917428
6627,god and,43.54093032494836
9300,manipulation,43.54093032494836
13335,silicon,43.54093032494836
14829,the elite,43.54093032494836
10923,organic,43.37215556336437
11661,president,43.2956297519384
9353,mask,42.97937627361617
15758,theories,42.97937627361617
6038,followers,42.974549003864894
1069,admitted,42.93502727465936
3854,co2,42.862806021095764
8645,itself,42.76926970033296
14838,the entire,42.63904532018591
8783,kyoto protocol,42.61939032310622
5829,farmers,42.47289525875241
16108,titled,42.34918708602533
11935,purpose,41.96020969608237
17405,wars,41.96020969608237
10810,one,41.61649231350509
18217,x,41.59768831267255
13565,species,41.46394785935248
11158,parties,41.32571563510993
1940,any,41.2854932517962
16875,truly,41.23851469568521
5282,emission,41.23813338767566
7681,in fact,41.00593666611567
13107,seeds,40.96829418485734
1231,alarmists,40.94589956066904
14031,t,40.87109279408992
6633,going,40.67708835362139
14546,the american people,40.57317401468817
8279,is back,40.54549318723876
10229,of advanced,40.54549318723876
13336,silicon valley,40.54549318723876
13949,supposedly,40.54549318723876
2449,australia,40.53576700805715
2915,brain,40.50286915247834
2753,being used,40.35542698813769
12975,scare,40.35542698813769
3653,claim that,40.350277898831514
15035,the internet,40.350277898831514
18350,you will,40.350277898831514
14241,tesla,40.3345051563292
7472,if you,40.334327408284416
7443,if,40.323161765462785
2825,bill gates,40.264885123446305
14808,the earth,39.94315798510985
8780,knows,39.54912392715886
2189,articles,39.51001771081776
15630,the very,39.43685891250422
10655,off with,39.39948940368332
14238,terror,39.39948940368332
14879,the federal reserve,39.39948940368332
11068,own,39.35909069259504
7088,heat,39.2956547391709
15774,there is,39.22025931297991
16536,to reduce,38.85727914610245
8136,intelligence,38.78119352853664
8340,is in,38.726317168941215
8991,levels,38.66051724776898
1242,alfred,38.617362268873826
1559,and destroy,38.617362268873826
15130,the masses,38.617362268873826
17864,whose,38.56732105262201
15828,they are,38.420167841038804
6386,fuels,38.3563693317832
3615,christ,38.18237157033292
2327,asthma,38.17488385255307
9813,myth,38.09987269678866
9931,never,38.04307585740037
10600,of this,37.943583293719286
4266,corporate,37.91185522783983
13385,sky,37.84632992498485
9,000 000,37.78086129674672
15083,the left,37.78086129674672
1273,all this,37.61773978479388
6225,forth,37.61773978479388
7166,hidden,37.61773978479388
7111,heaven,37.55267700978425
9299,manipulate,37.55267700978425
17124,us military,37.55267700978425
1358,america,37.48138864767967
11173,party,37.085378800917994
4424,crops,36.85685128884366
13366,site,36.80807121525911
15055,the kyoto protocol,36.71811365303914
15399,the report,36.57480948692134
1140,against,36.568634271745765
17526,we,36.48158618462141
7822,in stock,36.454287337529294
9579,misinformation,36.454287337529294
15199,the new world,36.454287337529294
17269,vitamin,36.454287337529294
15054,the kyoto,36.3819678207275
1494,and all,36.24964386276989
11088,page,36.24568653753225
10707,on climate,36.22395570146723
16109,to,36.21278026722962
6287,free speech,36.181132075471695
7760,in numerous,36.181132075471695
2757,believe,36.058692094985275
12450,reserve,36.005234105099504
5801,faith,35.77272616200931
11346,phone,35.680735825442184
4885,disease,35.62895841134008
12225,regarding,35.62598741896165
16772,toxic,35.524116466337645
5787,facts,35.51703786966412
2479,average,35.46563536660366
17114,us all,35.39852617372631
2209,as follows,35.26994749726467
3617,christmas,35.26994749726467
17329,war on,35.26994749726467
3149,c,35.209302629738545
17967,winter,35.20368955012894
6237,fossil fuels,35.0840998379797
11988,quite,35.01573192906228
6606,globalization,35.00792089373407
3233,can only,34.99597023931183
12381,reporter,34.899603714986156
15162,the moon,34.899603714986156
11534,pope francis,34.89555926039625
1136,again,34.86818978977314
8378,is now,34.76745159579836
15989,those who,34.76745159579836
6460,gases,34.73762681953455
2130,areas,34.73032456951981
