,precision,recall,f1-score,support
conspiracy,0.425,0.5483870967741935,0.47887323943661964,31.0
mainstream,0.8494623655913979,0.7745098039215687,0.8102564102564103,102.0
accuracy,0.7218045112781954,0.7218045112781954,0.7218045112781954,0.7218045112781954
macro avg,0.6372311827956989,0.661448450347881,0.644564824846515,133.0
weighted avg,0.750527528498666,0.7218045112781954,0.7330167238247297,133.0
