,precision,recall,f1-score,support
conspiracy,0.7777777777777778,0.5,0.6086956521739131,42.0
mainstream,0.8018867924528302,0.9340659340659341,0.8629441624365483,91.0
accuracy,0.7969924812030075,0.7969924812030075,0.7969924812030075,0.7969924812030075
macro avg,0.789832285115304,0.717032967032967,0.7358199073052307,133.0
weighted avg,0.7942734193975506,0.7969924812030075,0.7826551591957162,133.0
