,precision,recall,f1-score,support
conspiracy,0.5576923076923077,0.8055555555555556,0.6590909090909091,36.0
mainstream,0.9135802469135802,0.7628865979381443,0.8314606741573032,97.0
accuracy,0.7744360902255639,0.7744360902255639,0.7744360902255639,0.7744360902255639
macro avg,0.7356362773029439,0.7842210767468499,0.7452757916241062,133.0
weighted avg,0.8172496768987997,0.7744360902255639,0.784804196394971,133.0
