,precision,recall,f1-score,support
conspiracy,0.7586206896551724,0.7096774193548387,0.7333333333333333,31.0
mainstream,0.9134615384615384,0.9313725490196079,0.9223300970873786,102.0
accuracy,0.8796992481203008,0.8796992481203008,0.8796992481203008,0.8796992481203008
macro avg,0.8360411140583555,0.8205249841872233,0.8278317152103559,133.0
weighted avg,0.8773708143036637,0.8796992481203008,0.8782782198213981,133.0
