,precision,recall,f1-score,support
conspiracy,0.6666666666666666,0.34285714285714286,0.4528301886792453,35.0
mainstream,0.8,0.9387755102040817,0.8638497652582161,98.0
accuracy,0.7819548872180451,0.7819548872180451,0.7819548872180451,0.7819548872180451
macro avg,0.7333333333333334,0.6408163265306123,0.6583399769687307,133.0
weighted avg,0.7649122807017544,0.7819548872180451,0.755686718790066,133.0
