,precision,recall,f1-score,support
conspiracy,0.8275862068965517,0.6857142857142857,0.75,35.0
mainstream,0.8942307692307693,0.9489795918367347,0.9207920792079209,98.0
accuracy,0.8796992481203008,0.8796992481203008,0.8796992481203008,0.8796992481203008
macro avg,0.8609084880636605,0.8173469387755102,0.8353960396039605,133.0
weighted avg,0.8766927265112383,0.8796992481203008,0.8758467952058365,133.0
