,precision,recall,f1-score,support
conspiracy,0.4307692307692308,0.8,0.56,35.0
mainstream,0.8970588235294118,0.6224489795918368,0.7349397590361446,98.0
accuracy,0.6691729323308271,0.6691729323308271,0.6691729323308271,0.6691729323308271
macro avg,0.6639140271493214,0.7112244897959183,0.6474698795180723,133.0
weighted avg,0.7743510359609431,0.6691729323308271,0.6889029803424224,133.0
