,precision,recall,f1-score,support
conspiracy,0.36666666666666664,0.9166666666666666,0.5238095238095238,36.0
mainstream,0.9302325581395349,0.41237113402061853,0.5714285714285714,97.0
accuracy,0.5488721804511278,0.5488721804511278,0.5488721804511278,0.5488721804511278
macro avg,0.6484496124031007,0.6645189003436426,0.5476190476190477,133.0
weighted avg,0.7776884070641721,0.5488721804511278,0.5585392051557464,133.0
