,precision,recall,f1-score,support
conspiracy,0.7222222222222222,0.6190476190476191,0.6666666666666666,42.0
mainstream,0.8350515463917526,0.8901098901098901,0.8617021276595744,91.0
accuracy,0.8045112781954887,0.8045112781954887,0.8045112781954887,0.8045112781954887
macro avg,0.7786368843069874,0.7545787545787546,0.7641843971631206,133.0
weighted avg,0.7994212334961114,0.8045112781954887,0.8001119820828667,133.0
