,precision,recall,f1-score,support
conspiracy,0.7894736842105263,0.6428571428571429,0.7086614173228346,70.0
mainstream,0.8826291079812206,0.94,0.910411622276029,200.0
accuracy,0.8629629629629629,0.8629629629629629,0.8629629629629629,0.8629629629629629
macro avg,0.8360513960958735,0.7914285714285714,0.8095365197994318,270.0
weighted avg,0.8584777018184481,0.8629629629629629,0.85810601358446,270.0
