,precision,recall,f1-score,support
conspiracy,0.6470588235294118,0.3548387096774194,0.4583333333333333,31.0
mainstream,0.8275862068965517,0.9411764705882353,0.8807339449541284,102.0
accuracy,0.8045112781954887,0.8045112781954887,0.8045112781954887,0.8045112781954887
macro avg,0.7373225152129818,0.6480075901328273,0.6695336391437309,133.0
weighted avg,0.7855083957357898,0.8045112781954887,0.782279667057552,133.0
