,precision,recall,f1-score,support
conspiracy,0.9393939393939394,0.8611111111111112,0.8985507246376813,36.0
mainstream,0.95,0.979381443298969,0.9644670050761421,97.0
accuracy,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
macro avg,0.9446969696969697,0.9202462772050402,0.9315088648569116,133.0
weighted avg,0.9471291866028708,0.9473684210526315,0.9466250043559572,133.0
