,precision,recall,f1-score,support
conspiracy,0.59375,0.6129032258064516,0.6031746031746031,31.0
mainstream,0.8811881188118812,0.8725490196078431,0.8768472906403942,102.0
accuracy,0.8120300751879699,0.8120300751879699,0.8120300751879699,0.8120300751879699
macro avg,0.7374690594059405,0.7427261227071473,0.7400109469074987,133.0
weighted avg,0.8141912640512171,0.8120300751879699,0.8130589198776911,133.0
