,precision,recall,f1-score,support
conspiracy,0.7027027027027027,0.7878787878787878,0.7428571428571429,33.0
mainstream,0.9270833333333334,0.89,0.9081632653061226,100.0
accuracy,0.8646616541353384,0.8646616541353384,0.8646616541353384,0.8646616541353384
macro avg,0.8148930180180181,0.8389393939393939,0.8255102040816327,133.0
weighted avg,0.8714099437783649,0.8646616541353384,0.8671474604879548,133.0
