,precision,recall,f1-score,support
conspiracy,0.92,0.7419354838709677,0.8214285714285714,31.0
mainstream,0.9259259259259259,0.9803921568627451,0.9523809523809523,102.0
accuracy,0.924812030075188,0.924812030075188,0.924812030075188,0.924812030075188
macro avg,0.922962962962963,0.8611638203668563,0.8869047619047619,133.0
weighted avg,0.9245446950710108,0.924812030075188,0.9218582169709989,133.0
