,precision,recall,f1-score,support
conspiracy,0.5348837209302325,0.6571428571428571,0.5897435897435898,35.0
mainstream,0.8666666666666667,0.7959183673469388,0.8297872340425533,98.0
accuracy,0.7593984962406015,0.7593984962406015,0.7593984962406015,0.7593984962406015
macro avg,0.7007751937984497,0.726530612244898,0.7097654118930715,133.0
weighted avg,0.7793553651570788,0.7593984962406015,0.7666178539638786,133.0
